xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
0.30452,3611.6,4456.7,9.2383,26.949,42.075,2686.1,75.053,120.38,0.3406,80.561,49.099,2613.8,24.857,50.563,3088.4,23.337,65.499,219.51,335.5,94.884,77.353,62.402,53.696,29.804,76.085,20.821,40.238,35.448,47.837,44.941,40.13,17.327
0.0,3658.6,4201.6,9.7585,26.905,42.427,3000.1,73.613,120.43,0.22176,73.304,50.278,2920.3,25.465,49.361,3446.8,21.91,67.383,461.87,308.25,95.613,73.626,72.421,46.368,100.0,100.0,37.54,4.462,38.919,45.054,100.2,100.09,69.073
0.0045036,3775.3,4785.7,11.058,26.888,43.46,3000.0,70.824,120.4,0.30089,75.577,49.044,2944.2,23.162,48.671,3339.4,23.063,69.469,415.43,385.0,92.179,73.147,100.0,100.0,3.4006,100.01,-0.0064625,0.0,35.286,43.459,-0.31798,82.772,14.567
0.25437,3655.6,4504.4,9.4946,26.902,42.193,2705.4,74.157,120.43,0.33865,80.172,50.818,2635.0,25.023,47.981,3099.9,22.703,65.741,233.02,343.42,94.464,77.604,63.555,53.907,25.218,60.913,22.798,39.882,40.508,41.861,48.485,41.58,18.653
0.0060562,3738.5,4721.2,11.447,26.838,43.78,3000.1,68.96,120.37,0.31876,75.065,49.143,2944.3,23.301,49.064,3337.1,22.972,69.218,427.16,390.05,92.045,75.277,96.108,100.0,0.0,100.01,-0.029918,0.0,35.579,44.369,-0.18505,-0.043304,18.899
0.26322,3627.9,4484.1,9.3061,27.251,42.563,2711.3,74.861,120.41,0.34269,79.973,49.879,2639.8,22.697,49.689,3105.9,23.508,65.798,232.46,341.89,94.692,77.363,62.289,53.65,25.86,60.347,22.995,41.208,37.745,45.815,48.196,41.185,16.768
0.20496,3674.7,4515.1,9.4519,27.051,42.236,2704.3,74.696,120.45,0.32808,80.099,49.686,2634.0,23.318,49.02,3101.1,23.058,65.745,224.01,342.5,94.53,76.936,63.709,54.68,20.337,61.752,22.685,38.409,37.176,44.267,46.503,46.076,17.814
0.27983,3676.1,4551.8,9.4315,26.831,42.749,2711.5,75.248,120.38,0.35918,79.847,51.011,2638.8,26.056,49.383,3113.7,23.202,65.185,215.37,340.02,94.457,77.248,63.512,54.309,27.553,60.203,22.838,42.043,41.077,45.105,43.47,39.937,17.569
0.24265,3618.5,4461.4,9.5316,26.587,42.338,2700.0,74.93,120.38,0.36079,80.221,49.69,2628.2,23.185,49.769,3094.6,23.741,66.317,204.0,343.09,94.757,77.414,61.995,53.71,23.794,60.783,22.137,42.426,37.186,45.999,42.428,40.1,16.157
0.76265,3640.9,4516.2,9.0208,27.098,42.349,2720.1,74.729,120.36,0.30438,79.905,49.795,2650.1,24.675,51.376,3113.3,23.019,67.889,270.64,345.33,94.304,77.301,63.559,54.324,74.591,57.388,23.43,36.264,37.498,49.718,58.868,40.833,17.772
0.2543,3616.0,4529.9,9.4942,26.762,42.736,2705.8,73.781,120.36,0.36543,80.059,50.452,2635.1,24.097,49.467,3103.3,23.28,65.538,227.62,342.17,92.761,77.473,62.834,53.474,24.969,62.697,22.173,43.073,39.431,45.301,46.827,39.802,17.318
0.23135,3678.8,4485.6,9.2898,26.758,42.627,2703.2,75.458,120.39,0.32483,80.324,50.008,2632.2,24.109,50.532,3102.2,22.646,66.453,248.01,340.82,94.439,77.484,63.481,53.699,22.737,63.179,22.036,38.838,38.124,47.764,51.875,41.257,18.775
0.21105,3709.7,4535.3,9.3907,26.95,41.905,2708.3,74.919,120.38,0.33744,80.061,49.32,2638.1,25.114,50.158,3100.7,22.546,66.422,249.2,345.09,94.415,77.453,63.36,53.504,20.431,61.121,23.446,39.631,36.099,46.899,52.246,40.642,19.001
0.21637,3693.1,4457.9,9.458,27.094,42.585,2708.7,74.729,120.42,0.32314,79.923,50.054,2625.3,24.867,49.931,3103.9,23.303,65.896,234.75,342.0,94.493,77.119,63.713,53.805,21.062,61.275,20.949,38.628,38.26,46.374,48.643,41.522,17.245
0.22034,3698.2,4498.3,9.2254,27.395,42.552,2691.9,74.926,120.4,0.34452,80.255,49.487,2600.9,25.928,49.988,3089.3,22.808,65.783,229.42,335.86,94.668,77.129,63.258,53.997,21.892,61.397,19.065,40.87,36.591,46.507,47.37,40.969,18.556
0.29853,3678.1,4596.2,8.8577,26.587,42.272,2710.2,76.797,120.39,0.2347,79.077,47.428,2640.5,25.543,51.168,3095.8,23.6,65.716,238.24,347.0,94.544,76.392,63.132,55.268,29.357,59.935,24.336,27.9,30.531,49.238,48.744,41.1,16.862
-0.00018533,3637.4,4537.7,9.3239,26.787,42.388,2841.1,76.164,120.36,0.26268,76.974,50.309,2765.1,23.646,50.033,3261.5,22.423,64.278,269.04,322.88,95.197,74.999,62.416,54.692,99.799,61.183,19.593,31.506,39.009,46.61,53.406,38.813,20.47
0.23727,3662.2,4496.5,9.2939,26.904,42.648,2698.8,74.966,120.41,0.32004,79.807,49.734,2627.9,25.964,51.142,3097.2,23.742,65.165,215.97,339.74,94.702,76.917,63.54,53.907,23.108,60.276,21.938,37.743,37.317,49.177,41.436,40.864,16.36
0.24707,3674.4,4566.0,9.3098,27.209,42.035,2706.8,76.11,120.4,0.33714,80.18,50.627,2635.1,25.701,51.89,3102.8,22.473,66.701,224.64,340.69,94.734,77.574,62.197,53.978,24.423,61.542,22.627,40.177,39.944,50.908,47.564,40.942,19.223
0.25814,3664.1,4411.1,9.6989,26.915,42.432,2726.8,73.397,120.39,0.34658,80.31,51.398,2657.7,25.825,48.367,3121.6,23.546,67.763,298.86,348.14,94.018,73.126,63.695,53.382,25.05,62.306,23.589,40.518,42.213,42.755,67.109,42.676,18.489
0.20669,3691.4,4519.0,9.3294,26.775,41.964,2719.2,74.211,120.36,0.34105,79.894,48.97,2648.3,24.421,49.515,3114.5,21.755,65.124,215.2,342.96,94.529,77.077,63.614,55.058,19.792,60.179,22.747,40.337,35.068,45.411,43.642,38.814,20.946
0.26394,3687.8,4436.5,9.1716,27.07,42.313,2704.5,75.861,120.39,0.31687,80.368,50.163,2633.4,24.147,49.995,3101.7,22.765,65.214,214.22,340.15,94.379,77.724,63.485,54.154,26.236,64.136,22.085,37.702,38.581,46.523,43.126,40.992,18.515
0.0,3613.7,4244.1,9.7205,26.909,42.378,3000.0,73.781,120.39,0.21198,72.797,50.411,2919.2,27.105,49.646,3450.4,24.114,67.22,464.13,305.23,95.85,72.741,60.141,48.434,100.0,72.369,30.328,16.651,39.309,45.714,100.11,19.613,7.3908
0.19587,3714.0,4594.5,9.3997,26.873,42.338,2724.8,75.418,120.41,0.34358,79.656,49.244,2654.3,24.681,49.591,3115.6,22.143,64.745,234.6,347.01,94.339,77.654,63.607,54.814,19.629,62.84,23.661,40.619,35.875,45.588,46.823,42.337,19.954
0.26648,3673.0,4640.0,9.584,26.99,42.386,2694.8,75.087,120.43,0.66248,81.646,49.076,2624.2,22.624,49.629,3092.8,22.563,63.421,136.44,342.56,94.416,79.655,63.894,55.718,26.603,60.326,22.101,79.207,35.38,45.676,26.042,42.757,17.677
0.2592,3574.3,4505.2,9.2483,26.805,42.074,2705.9,75.229,120.37,0.33547,79.982,51.047,2634.5,24.865,49.527,3103.4,23.778,65.295,220.3,340.78,94.552,77.573,62.307,53.914,25.374,62.68,21.9,39.496,41.181,45.44,44.523,40.927,16.137
0.12702,3712.8,4632.7,9.4914,26.999,42.351,2706.9,75.869,120.36,0.36413,79.606,49.978,2638.0,25.166,50.614,3094.3,22.201,66.759,241.58,349.89,94.363,77.571,62.849,54.819,11.985,63.837,24.564,42.117,38.036,47.956,49.747,41.759,19.441
0.3499,3617.6,4525.3,9.5522,27.005,42.748,2617.8,73.333,120.43,0.37901,82.4,49.963,2544.8,24.164,49.175,3022.2,22.479,70.933,319.2,335.17,94.393,78.345,61.957,54.726,34.741,60.292,19.002,45.848,37.993,44.626,77.581,41.998,18.893
0.25655,3738.9,4528.9,9.4054,27.043,42.225,2703.9,74.777,120.41,0.33635,80.348,48.576,2632.6,24.588,51.927,3103.7,22.721,63.528,218.16,340.17,94.245,77.631,63.89,53.71,25.197,63.299,21.944,39.956,33.911,50.993,42.091,40.797,18.669
0.25999,3640.8,4500.6,9.4413,27.322,41.925,2706.5,74.837,120.08,0.34624,79.863,51.346,2635.9,24.63,49.666,3105.5,22.715,65.969,237.31,341.73,93.684,77.197,63.49,53.931,25.96,61.054,22.173,41.018,42.061,45.76,49.244,32.155,18.681
0.7206,3441.8,3723.0,9.4268,27.112,42.776,2541.0,68.066,120.55,0.44807,83.608,49.123,2459.6,27.305,50.521,2972.3,23.291,71.876,393.38,303.62,95.712,77.055,60.204,46.03,70.626,62.668,11.676,57.833,35.519,47.74,100.09,39.798,22.188
0.009381,3759.7,4760.1,9.5143,26.855,42.687,2830.7,77.49,120.36,0.29587,77.146,48.741,2766.0,24.753,49.546,3196.1,22.051,68.598,325.63,364.98,93.787,76.689,64.627,56.771,1.0138,61.311,31.406,31.67,34.395,45.483,71.607,42.765,20.931
0.32672,3688.1,4453.3,9.1717,26.988,42.385,2683.3,75.751,120.37,0.33339,80.327,48.297,2610.2,24.862,51.812,3089.0,23.119,64.866,208.2,333.22,94.726,76.72,62.982,54.55,32.006,73.895,20.039,40.605,33.088,50.729,42.615,40.105,18.022
0.23284,3597.7,4556.8,9.3407,26.956,42.465,2728.1,74.685,120.41,0.33211,79.762,48.168,2644.5,25.61,49.39,3123.3,21.745,65.116,222.97,340.86,94.512,77.236,63.325,55.019,22.643,60.146,21.268,39.093,32.709,45.121,44.922,41.545,21.054
0.27569,3631.4,4407.4,9.4149,26.965,42.093,2696.6,74.182,120.49,0.36015,80.102,50.037,2625.0,24.609,51.716,3093.5,22.761,66.418,243.06,342.02,83.366,77.271,62.497,53.795,27.038,60.083,22.085,42.884,38.208,50.504,50.997,50.12,18.515
0.45654,3593.5,4406.5,8.2536,27.239,41.37,2621.5,76.814,120.41,0.32299,83.299,50.239,2544.6,24.814,52.488,3045.5,22.117,64.233,132.66,308.05,96.198,68.753,61.086,51.785,44.537,54.983,14.735,41.711,38.803,52.291,26.903,37.837,23.558
0.24725,3658.0,4489.6,9.5379,27.474,42.115,2702.7,73.728,120.38,0.36489,80.114,49.265,2631.1,23.801,50.353,3101.7,23.082,65.934,237.97,340.89,94.755,77.119,63.299,53.635,24.462,60.086,22.256,43.076,35.937,47.35,49.223,44.946,17.847
0.30178,3696.0,4375.3,9.1387,26.49,42.018,2738.2,76.252,120.4,0.36916,79.693,51.393,2664.3,25.797,50.383,3144.7,22.199,71.479,401.3,334.33,95.251,76.601,63.761,52.835,30.177,60.02,20.555,44.366,42.2,47.42,100.09,39.981,20.32
0.0017702,3723.1,4717.1,9.7542,26.944,42.971,2773.8,75.652,120.38,0.37542,78.595,49.2,2709.2,23.54,50.387,3139.6,22.925,67.701,296.58,368.81,93.733,77.987,63.613,56.282,0.42501,64.123,30.672,41.224,35.745,47.429,62.848,43.083,17.643
0.226,3660.4,4512.0,9.3408,26.709,42.331,2717.0,75.083,120.08,0.30883,80.146,48.62,2646.7,25.483,48.688,3109.8,22.612,66.542,255.37,344.34,95.342,78.035,62.724,53.975,22.537,63.042,23.223,36.542,34.04,43.498,53.761,32.467,18.834
0.21779,3661.2,4472.3,9.499,26.878,42.0,2707.9,73.828,120.41,0.3436,80.329,49.804,2637.2,24.402,48.937,3103.9,22.444,66.394,241.82,343.12,94.383,77.915,63.207,53.535,21.761,61.586,22.641,40.15,37.524,44.073,51.376,41.13,19.2
0.23967,3693.3,4490.8,9.2888,27.033,42.688,2713.0,75.278,120.3,0.32183,80.285,49.273,2641.9,25.128,48.717,3111.5,22.96,65.819,229.97,341.95,92.914,77.25,63.307,54.313,23.384,63.645,22.197,38.706,35.962,43.564,48.246,38.094,18.061
0.0027064,3752.4,4991.9,10.31,26.897,42.827,3000.0,75.372,120.39,0.26396,72.233,49.669,2943.2,23.374,50.185,3334.4,23.708,65.486,374.41,375.61,92.972,76.935,97.657,100.0,0.0,55.931,7.6198,0.0,37.127,46.962,-0.21271,-0.029468,-0.0020759
0.27799,3687.7,4394.4,9.5084,26.498,42.613,2686.5,74.795,120.44,0.35801,81.278,48.579,2614.6,24.718,50.568,3089.4,22.696,66.365,236.89,337.4,94.587,78.078,62.961,53.436,27.057,60.401,20.737,42.506,33.919,47.847,50.044,41.105,18.907
0.0,3600.2,4272.1,9.5313,26.857,42.242,3000.0,74.301,120.39,0.21444,73.143,50.467,2920.5,24.391,49.223,3444.7,22.717,67.514,459.88,308.09,95.799,72.94,63.399,49.886,100.0,66.99,-0.021132,15.19,39.474,44.735,100.09,27.944,24.385
0.22246,3676.6,4486.5,9.0486,27.048,41.417,2681.3,76.234,120.4,0.33646,80.456,50.963,2608.9,22.696,50.38,3077.8,23.536,66.208,227.6,339.0,95.092,77.155,62.8,53.79,21.893,60.686,21.623,40.882,40.935,47.413,47.063,40.377,17.324
0.27999,3626.3,4519.4,9.4003,26.669,42.163,2704.1,74.829,120.38,0.32325,80.309,51.006,2631.8,25.653,48.369,3102.0,22.982,63.689,210.27,339.6,94.891,77.488,62.114,54.274,27.45,59.563,21.745,39.249,41.06,42.758,41.42,40.205,18.083
0.16583,3729.6,4603.2,9.0521,26.881,41.816,2717.2,77.236,120.34,0.30299,78.38,48.885,2643.7,25.382,50.821,3116.4,23.392,65.072,217.27,337.27,95.184,75.391,63.611,55.876,16.193,56.434,21.666,35.433,34.818,48.433,42.828,39.305,17.436
0.25689,3585.9,4498.9,9.4441,26.85,41.744,2705.0,74.475,120.41,0.31782,80.113,50.151,2634.3,24.854,50.143,3100.0,23.02,65.646,228.07,341.82,94.549,77.293,63.034,53.795,25.379,58.679,22.504,37.194,38.543,46.864,46.838,41.589,17.939
0.24604,3681.1,4484.3,9.4845,27.086,42.344,2707.4,74.691,120.45,0.35181,79.961,48.892,2637.4,24.749,50.006,3100.0,22.164,66.412,248.76,346.07,94.377,77.387,63.749,54.188,24.324,61.224,23.263,40.575,34.838,46.548,52.553,48.989,19.883
0.26701,3640.8,4516.5,9.334,26.875,42.503,2720.5,75.788,120.42,0.33115,79.761,48.1,2648.0,23.565,51.812,3116.1,23.474,65.551,232.5,342.41,94.696,77.111,62.519,53.933,25.945,61.432,22.536,38.763,32.508,50.727,47.548,41.125,16.928
0.21724,3669.8,4541.9,9.2829,27.064,42.444,2704.1,75.883,120.4,0.3359,80.29,47.749,2632.6,25.458,51.243,3102.2,23.297,67.631,273.36,340.05,94.687,77.58,62.461,54.805,21.16,61.973,22.056,39.771,31.476,49.41,55.861,40.299,17.276
0.098057,3701.8,4416.2,9.9883,27.196,43.026,2688.2,72.076,120.44,0.45344,81.101,50.423,2619.3,26.035,49.471,3078.1,23.038,70.605,353.79,352.84,93.808,78.664,64.477,53.047,9.3854,66.541,24.076,52.451,39.346,45.31,85.191,43.354,17.509
0.2501,3628.4,4511.4,9.3693,26.937,42.503,2705.7,74.84,120.44,0.33908,79.962,50.352,2633.7,23.527,49.841,3105.1,23.259,65.796,232.01,340.25,94.644,76.864,63.631,53.62,24.874,61.937,21.933,40.187,39.136,46.167,48.054,41.917,20.22
0.013781,3660.9,4509.8,10.684,26.684,43.45,2799.3,69.72,120.41,0.38773,77.709,49.235,2734.4,25.044,48.704,3167.5,23.961,68.813,366.53,372.78,93.429,77.177,63.606,53.849,1.4022,69.874,30.602,42.046,35.849,43.535,82.091,43.134,17.564
0.25791,3668.1,4522.6,9.3312,26.696,42.255,2710.0,75.008,120.52,0.34631,80.601,51.336,2639.5,24.639,47.837,3105.6,23.264,65.985,227.04,343.51,94.55,77.565,64.023,54.07,25.052,61.72,22.712,41.615,42.031,41.529,47.175,46.288,17.19
0.30942,3776.7,4604.7,9.5498,26.962,42.981,2747.9,74.495,120.42,0.68662,79.675,51.084,2675.9,23.678,49.685,3147.6,23.091,64.112,199.41,343.97,94.303,78.114,64.604,55.957,30.149,62.88,22.775,80.584,41.292,45.804,39.232,41.062,17.575
0.28664,3560.0,4472.8,9.2667,26.84,42.558,2691.1,74.768,120.47,0.32357,80.339,50.133,2618.0,24.828,51.912,3089.0,24.439,65.676,225.66,339.69,90.473,77.136,61.749,53.177,28.305,61.08,21.844,38.618,38.491,50.958,46.436,43.38,14.679
0.22213,3729.1,4558.1,9.3732,26.757,42.348,2722.2,74.704,120.41,0.4093,80.041,50.481,2650.8,24.678,49.74,3119.6,22.561,65.749,235.72,341.69,94.552,77.413,63.036,54.882,22.175,60.086,22.465,47.781,39.514,45.931,48.301,41.748,19.012
0.20657,3599.4,4532.6,9.3385,26.883,42.168,2702.1,74.703,120.38,0.3372,80.094,51.137,2630.8,24.578,50.349,3098.2,22.737,65.864,234.0,341.42,94.662,76.887,63.106,54.49,20.146,61.737,22.348,39.699,41.447,47.342,48.54,40.161,18.655
0.87071,3728.2,4509.1,8.3385,26.804,42.369,2780.7,78.166,120.42,0.25361,77.915,48.82,2708.3,23.177,51.383,3186.8,22.154,66.356,280.31,332.07,94.83,75.835,63.096,53.198,85.97,56.863,21.824,30.939,34.627,49.735,59.489,41.583,20.87
0.2814,3644.3,4485.0,9.3011,27.251,42.535,2691.8,74.717,120.63,0.36154,80.093,51.171,2619.8,25.256,49.819,3091.5,22.372,65.887,229.48,340.7,93.121,77.023,63.229,54.42,27.57,61.442,21.549,43.061,41.546,46.114,47.873,47.187,19.5
0.29803,3655.5,4461.8,8.8574,26.824,42.073,2694.1,76.828,120.43,0.31745,82.798,50.441,2623.2,24.546,49.99,3096.7,21.674,67.294,239.21,334.83,94.402,79.21,61.471,53.893,29.323,61.291,20.581,39.603,39.399,46.511,52.401,42.146,21.302
0.26349,3702.8,4483.7,9.2164,27.166,42.084,2723.2,76.157,119.67,0.3167,80.119,49.479,2652.7,25.489,49.07,3120.0,22.721,65.474,222.45,340.79,92.392,77.366,63.19,54.49,25.879,61.283,22.813,36.812,36.568,44.383,45.138,37.494,18.609
0.25548,3713.9,4556.7,9.394,26.574,42.23,2707.9,74.709,120.41,0.31939,79.786,49.73,2637.6,27.624,51.426,3104.3,22.621,66.02,238.92,342.8,94.469,77.108,63.511,54.907,24.873,62.506,22.326,37.641,37.306,49.835,49.68,45.201,18.865
0.21449,3684.4,4543.8,9.326,26.647,42.386,2705.3,74.592,120.45,0.32809,79.93,50.274,2633.4,24.712,49.751,3104.9,23.183,65.322,220.68,340.03,94.571,77.386,63.834,53.331,21.235,63.984,21.825,38.736,38.908,45.959,45.516,41.578,17.612
0.56707,3701.2,4429.2,8.9952,26.758,41.88,2689.5,74.851,120.42,0.27444,80.268,49.621,2616.7,23.584,49.416,3093.0,22.99,69.245,314.04,335.28,94.808,76.56,63.448,53.095,55.168,56.989,20.491,33.657,36.983,45.183,72.154,41.594,18.413
0.30757,3710.9,4736.9,9.4308,26.755,42.114,2815.0,76.357,120.41,0.39367,78.328,49.574,2743.4,23.972,49.063,3219.0,23.912,62.349,172.34,338.73,94.307,77.046,64.951,55.847,29.832,62.581,23.192,46.173,36.846,44.365,32.041,42.686,15.526
0.72184,3648.1,4482.9,8.7625,26.692,42.461,2723.8,74.942,120.39,0.29461,80.004,47.38,2653.8,25.099,49.713,3116.7,23.539,66.633,238.35,343.5,94.701,77.504,62.926,53.72,70.945,57.544,23.495,34.55,30.389,45.869,50.251,41.043,16.547
0.2452,3644.6,4537.6,9.4476,26.906,42.513,2706.1,74.853,120.04,0.33882,79.969,51.04,2634.6,26.079,49.544,3102.8,22.82,66.037,236.64,341.16,95.248,77.191,62.089,54.416,24.061,62.225,22.189,40.463,41.16,45.479,49.163,30.562,18.452
0.21847,3635.6,4345.7,8.7657,26.985,41.684,2602.7,76.754,120.37,0.34554,81.619,49.312,2528.1,24.293,49.022,3004.2,23.034,69.777,253.32,331.48,95.722,76.062,62.563,52.497,21.514,59.729,18.544,42.565,36.074,44.27,58.263,39.142,18.794
0.19147,3709.6,4502.4,9.4387,26.601,42.274,2708.3,74.999,120.39,0.34372,79.533,50.752,2637.3,25.476,50.419,3104.1,22.477,65.489,230.46,342.42,94.663,76.896,63.741,53.701,19.094,60.821,22.607,41.154,40.313,47.503,46.926,41.223,19.305
0.05965,3742.4,4908.5,8.8673,26.491,42.085,2845.2,79.227,120.37,0.24537,74.66,49.324,2780.8,24.416,49.812,3203.7,23.035,62.342,226.84,358.41,94.563,76.117,64.252,57.834,6.3408,61.458,32.365,26.588,36.111,46.098,41.077,41.948,19.426
0.21825,3639.0,4522.4,9.4727,27.263,42.364,2696.8,74.824,120.4,0.34442,79.783,52.683,2624.7,24.008,50.879,3095.5,23.636,65.314,220.37,341.15,94.816,77.354,62.105,54.042,21.734,63.017,22.103,41.318,45.997,48.568,45.023,40.895,16.512
0.28693,3659.3,4364.4,9.3475,27.039,42.371,2689.4,74.361,120.42,0.34635,80.426,51.098,2617.4,25.466,50.951,3089.3,22.968,66.616,258.33,339.94,94.505,77.36,63.768,53.0,28.151,76.287,21.465,41.798,41.33,48.734,54.897,42.084,18.174
0.0,3671.7,4221.9,9.6018,26.746,42.294,3000.0,73.915,120.4,0.22562,73.102,50.138,2920.1,25.836,49.773,3446.4,22.318,67.34,462.42,307.31,95.733,73.141,62.279,50.299,100.0,64.748,-0.073098,19.887,38.505,46.008,100.08,37.659,24.603
0.15346,3635.5,4570.9,9.2966,26.486,42.306,2710.7,75.541,120.41,0.32807,79.656,49.278,2640.1,24.887,48.575,3103.1,22.553,66.916,258.52,344.12,94.856,77.08,63.389,54.941,15.029,63.496,23.163,39.615,35.974,43.235,54.672,39.608,18.61
0.039625,3726.5,4547.8,10.497,26.745,43.007,2814.9,71.054,120.4,0.36596,80.78,51.218,2753.9,22.575,45.885,3180.2,22.049,72.074,394.47,375.86,92.694,80.286,63.733,54.101,4.0241,68.561,31.84,38.39,41.686,37.012,99.896,45.349,19.664
0.0,3639.8,4204.8,9.6483,26.835,42.287,3000.0,74.037,120.39,0.20767,73.082,50.267,2920.0,26.995,49.571,3447.4,22.884,67.38,461.82,306.59,95.675,72.866,60.829,44.944,100.0,85.701,-0.031605,4.6417,38.885,45.541,100.18,-0.024417,24.225
0.25583,3675.5,4512.3,9.467,26.996,42.651,2708.3,73.346,120.43,0.34214,80.117,50.423,2636.8,26.496,49.964,3105.8,22.444,66.176,238.02,342.76,94.576,77.271,63.153,54.338,25.147,62.39,22.428,41.183,39.345,46.452,50.768,41.92,19.263
0.27725,3649.8,4534.3,9.3186,26.672,42.238,2703.3,74.438,120.46,0.33814,80.318,51.523,2630.5,25.374,47.548,3102.5,23.331,65.851,231.59,340.01,94.68,77.18,63.321,54.425,27.465,61.58,21.438,40.497,42.582,40.86,47.843,44.658,17.196
0.26557,3689.5,4637.0,9.2935,26.565,42.157,2721.8,76.504,120.44,0.34296,81.407,48.924,2652.7,24.001,49.934,3118.8,22.694,66.8,251.15,339.94,94.298,79.463,63.675,54.164,26.141,60.549,22.62,40.783,34.935,46.38,53.615,41.894,17.716
0.0,3626.8,4196.7,9.6343,26.886,42.369,3000.0,73.956,120.37,0.20959,72.996,50.424,2920.1,26.223,49.468,3447.1,22.606,67.319,462.71,307.51,95.679,73.207,66.272,43.047,100.0,100.0,-0.0073851,0.0,39.347,45.302,100.24,-0.12306,41.021
0.16713,3600.1,4579.9,9.3581,26.994,42.014,2723.4,75.451,120.41,0.34235,80.09,50.176,2652.8,25.313,49.291,3116.9,22.355,65.548,226.1,344.1,94.709,77.127,62.763,53.291,16.433,60.115,23.307,40.471,38.618,44.894,46.153,41.061,19.404
0.2416,3664.0,4472.0,9.4214,26.699,42.673,2692.7,74.951,120.37,0.34009,80.337,49.328,2621.0,26.062,51.581,3092.6,24.233,66.577,248.62,339.14,94.756,77.06,62.736,53.657,23.982,61.988,21.361,41.154,36.124,50.193,52.362,44.001,15.148
0.25379,3695.1,4510.8,9.3426,27.234,42.647,2701.4,74.506,120.43,0.33534,80.299,50.67,2630.5,25.089,51.788,3098.9,22.918,66.479,248.67,341.79,94.414,77.583,63.315,53.941,24.87,63.621,22.425,39.756,40.071,50.671,51.881,43.963,18.171
0.26785,3614.7,4480.3,9.421,26.662,42.388,2697.8,74.616,120.43,0.34594,80.108,50.666,2626.3,24.916,52.083,3098.1,23.091,65.622,225.14,340.22,90.214,77.018,64.375,53.435,26.326,60.04,21.313,41.043,40.059,51.354,46.569,43.921,17.771
0.37264,3681.6,4504.4,9.2121,26.787,42.445,2664.2,74.053,120.38,0.32727,77.757,51.221,2590.7,28.018,52.006,3064.1,23.641,64.569,234.34,337.05,95.407,75.14,62.376,53.432,36.939,62.344,20.617,39.448,41.693,51.177,47.313,38.81,16.25
0.23696,3603.5,4475.5,9.4045,26.89,42.333,2710.5,75.48,120.38,0.34316,79.742,49.522,2638.9,26.657,51.923,3105.5,23.343,65.302,262.26,342.85,94.741,76.879,62.871,55.197,23.292,59.081,22.366,40.785,36.694,50.984,53.053,41.011,17.272
0.24992,3632.4,4545.3,9.2815,26.801,42.56,2703.8,74.271,120.4,0.33381,80.023,48.694,2631.8,23.397,48.933,3101.7,22.907,65.739,230.34,341.29,94.598,77.113,63.597,53.549,24.711,61.625,22.007,40.466,34.257,44.065,47.438,40.558,18.226
0.21687,3659.5,4528.0,9.4824,26.966,42.632,2699.5,74.252,120.39,0.34796,78.756,48.881,2626.9,27.232,50.549,3094.5,22.91,64.973,237.91,342.37,94.892,77.136,62.243,54.624,21.852,62.601,22.379,40.794,34.806,47.804,48.067,40.689,18.078
0.24456,3631.5,4554.8,9.4471,26.408,42.242,2716.9,74.52,120.43,0.31322,80.025,50.771,2646.2,24.254,50.479,3112.2,22.013,65.609,231.17,343.42,94.589,77.303,62.656,53.445,24.372,61.025,22.744,37.987,40.369,47.643,47.558,40.907,20.325
0.15046,3728.8,4558.0,10.06,26.577,42.926,2682.2,73.635,120.4,0.43265,80.093,48.182,2614.5,22.989,50.578,3066.4,22.951,71.957,379.08,358.46,93.515,78.113,64.336,54.153,14.811,66.821,24.825,48.765,32.749,47.871,96.268,43.57,17.922
0.28388,3713.6,4466.0,9.9374,27.108,42.863,2769.4,73.888,120.47,0.3326,81.705,49.098,2701.7,25.864,48.868,3167.2,21.491,65.936,245.93,347.43,93.259,79.81,64.483,54.32,27.696,66.851,24.172,38.544,35.446,43.915,52.269,44.587,20.974
0.87204,3605.4,4403.5,8.8037,26.654,42.196,2677.7,75.586,120.41,0.34058,80.631,49.415,2604.3,26.222,49.099,3082.2,23.574,67.551,256.41,334.58,94.923,77.109,62.687,53.293,85.899,55.361,19.779,40.949,36.377,44.449,56.105,40.921,16.724
0.17449,3672.2,4577.1,9.4877,27.695,42.462,2721.7,75.218,120.39,0.31236,79.667,48.242,2649.6,24.895,48.856,3117.6,22.189,65.167,218.62,344.2,94.753,77.208,62.353,54.03,16.926,59.492,23.622,36.931,32.927,43.886,43.388,40.669,19.867
0.26177,3691.8,4515.2,9.3153,26.893,42.528,2700.3,74.581,120.42,0.33853,80.54,51.692,2628.6,25.567,50.796,3101.4,22.146,65.92,233.07,339.56,94.385,77.628,64.035,54.17,26.019,60.927,22.504,40.079,43.08,48.376,48.531,41.308,20.01
0.4985,3566.6,4412.8,9.2464,26.689,42.204,2704.1,74.626,120.45,0.26822,80.525,51.534,2631.8,24.434,49.484,3108.5,22.517,67.31,271.3,335.88,94.563,77.679,62.745,52.19,49.069,59.547,20.629,32.328,42.614,45.339,58.29,41.713,19.349
